1 3 5 14.0
0 2 3 -14.0
1 5 2 14.0
0 5 3 -14.0
1 4 2 14.0
0 3 1 -14.0
1 4 1 14.0
0 4 5 -0.94
1 3 2 4.34
0 2 5 -4.34
1 5 4 4.34
0 6 4 -4.34
1 6 3 6.15
0 2 4 -7.8
1 5 5 5.84
0 2 2 -6.53
1 7 4 2.82
0 6 2 -11.03
1 5 1 -1.48
0 7 3 -7.3
1 2 0 4.61
0 3 0 -13.64
1 4 0 15.98
0 5 6 -20.92
1 1 2 11.73
0 2 1 -15.8
1 1 3 7.7
0 7 5 -12.94
1 1 4 14.04
0 5 0 -24.56
1 6 0 20.27
0 1 1 -20.91
1 6 5 13.43
0 0 1 -14.01
1 3 6 4.35
0 0 5 -9.75
1 4 7 0.66
0 4 6 -7.59
1 6 6 -2.92
0 7 7 -2.48
1 7 6 0.16
0 6 1 -12.14
1 7 0 4.84
0 6 7 -64
1 1 5 64
0 0 6 -14.0
1 0 2 14.0
0 0 3 -14.0
1 0 4 14.0
0 2 7 -14.0
1 0 0 14.0
0 1 0 -14.0
1 1 6 14.0
0 2 6 -14.0
1 0 7 14.0
0 7 1 -14.0
1 7 2 14.0
0 1 7 -14.0
1 3 7 14.0
0 5 7 -14.0
