1 3 5 4.0
0 2 3 -4.0
1 4 2 4.0
0 5 3 -4.0
1 3 2 4.0
0 4 5 -4.0
1 5 4 4.0
0 5 5 -4.0
1 6 2 4.0
0 2 2 -4.0
1 2 4 4.0
0 6 3 -4.0
1 4 6 4.0
0 2 1 -4.0
1 3 1 4.0
0 1 4 -1.51
1 1 2 -6.23
0 2 5 -6.41
1 0 5 -1.49
0 3 0 -1.41
1 5 6 -6.3
0 5 2 -0.07
1 1 5 -9.87
0 1 3 -0.91
1 0 2 -8.53
0 7 2 6.46
1 6 5 -5.73
0 5 7 0.47
1 2 0 -4.61
0 3 7 -3.42
1 4 0 -1.43
0 1 1 -2.64
1 4 7 -3.7
0 0 3 -3.67
1 2 7 -4.91
0 1 7 0.08
1 0 4 -10.05
0 1 0 0.81
1 4 1 -7.88
0 5 0 -3.27
1 5 1 -9.16
0 3 6 -1.2
1 6 4 -4.37
0 6 7 -64
1 2 6 64
0 7 3 -4.0
1 7 5 4.0
0 6 0 -4.0
1 7 4 4.0
0 6 1 -4.0
1 7 0 4.0
0 7 1 -4.0
1 6 6 4.0
0 0 6 -4.0
1 0 0 4.0
0 0 1 -4.0
1 0 7 4.0
0 1 6 -4.0
1 7 7 4.0
0 7 6 -4.0
