1 3 5 26.0
0 2 3 -26.0
1 4 2 26.0
0 5 3 -26.0
1 2 4 26.0
0 4 5 -26.0
1 2 2 -14.73
0 3 2 3.39
1 3 1 -6.55
0 2 1 -3.63
1 4 1 -1.05
0 2 6 -8.7
1 5 4 -1.23
0 1 3 -3.84
1 5 6 -5.48
0 2 5 -2.22
1 5 2 -7.62
0 3 0 2.04
1 1 4 -15.54
0 5 5 3.23
1 0 3 -16.3
0 1 5 4.84
1 0 6 -14.97
0 4 0 6.9
1 5 1 -6.77
0 6 5 2.42
1 5 0 -8.68
0 6 0 6.08
1 1 0 -11.3
0 6 4 6.9
1 3 6 -16.82
0 4 7 0.33
1 4 6 -6.91
0 6 2 0.92
1 7 4 -11.47
0 7 3 9.54
1 2 7 -14.36
0 7 5 7.14
1 6 3 -12.69
0 3 7 9.82
1 7 2 -10.34
0 1 2 4.05
1 0 2 -3.56
0 1 7 -64
1 6 1 64
0 1 1 -26.0
1 6 7 26.0
0 7 0 -26.0
1 7 1 26.0
0 6 6 -26.0
1 7 7 26.0
0 7 6 -26.0
1 5 7 26.0
0 0 1 -26.0
1 0 0 26.0
0 1 6 -26.0
1 0 4 26.0
0 0 5 -26.0
1 0 7 26.0
1 2 0 26.0
