1 3 5 -4.0
0 2 5 4.0
1 2 4 -4.0
0 4 5 4.0
1 5 4 -4.0
0 3 2 4.0
1 4 2 -4.0
0 1 4 4.0
1 2 2 -4.0
0 6 4 4.0
1 5 5 -4.0
0 5 3 4.0
1 5 2 -4.0
0 6 3 4.0
1 7 4 -4.0
0 7 2 4.0
1 6 5 -4.0
0 4 6 -1.05
1 5 6 4.27
0 6 2 -2.47
1 7 3 2.66
0 7 5 -6.09
1 2 3 -1.53
0 5 7 -7.2
1 4 7 5.45
0 3 7 -7.34
1 2 6 -1.02
0 5 1 -7.9
1 4 1 5.98
0 3 0 -6.8
1 5 0 -2.09
0 3 6 -4.17
1 0 4 -6.62
0 2 7 -0.68
1 6 6 -7.6
0 0 3 -4.92
1 0 2 -4.68
0 4 0 4.92
1 1 5 -11.5
0 0 5 -1.69
1 0 6 -7.02
0 1 1 -0.6
1 3 1 -11.38
0 7 7 64
1 2 1 -64
0 1 0 4.0
1 1 6 -4.0
0 2 0 4.0
1 6 1 -4.0
0 7 6 4.0
1 6 7 -4.0
0 6 0 4.0
1 1 3 -4.0
0 1 2 4.0
1 0 0 -4.0
0 0 1 4.0
1 1 7 -4.0
0 0 7 4.0
1 7 0 -4.0
0 7 1 4.0
