1 3 5 -6.0
0 2 3 6.0
1 2 2 -6.0
0 4 5 6.0
1 5 3 -6.3
0 5 4 9.15
1 4 6 -8.92
0 3 6 8.13
1 5 5 -9.03
0 6 4 9.48
1 6 5 -8.99
0 3 2 8.58
1 4 2 -7.59
0 5 2 8.32
1 6 2 -7.8
0 7 5 7.82
1 5 6 -7.88
0 6 3 7.91
1 2 5 -8.26
0 2 6 8.24
1 2 4 -8.44
0 5 1 7.65
1 7 2 -8.55
0 4 1 7.73
1 7 3 -7.9
0 7 4 7.18
1 7 6 -7.52
0 3 1 8.38
1 2 1 -8.44
0 3 7 7.73
1 5 7 -7.52
0 4 7 7.44
1 6 6 -7.61
0 6 1 6.62
1 2 0 -5.77
0 3 0 4.59
1 7 0 -4.73
0 7 1 5.88
1 1 7 -6.56
0 1 3 6.66
1 2 7 -7.33
0 7 7 7.18
1 6 7 -7.89
0 0 7 7.39
1 0 3 -6.8
0 1 4 7.24
1 0 4 -7.17
0 0 5 7.27
1 1 5 -6.91
0 0 6 5.77
1 1 6 -7.33
0 1 2 7.2
1 1 0 -7.76
0 0 0 6.0
1 0 2 -6.0
0 0 1 6.0
1 1 1 -6.0
1 6 0 -6.0
0 5 0 6.0
1 4 0 -6.0
