1 3 5 10.0
0 2 3 -10.0
1 2 2 10.0
0 4 5 -10.0
1 5 5 10.0
0 3 2 5.52
1 2 4 -13.36
0 1 2 6.83
1 5 2 -10.16
0 2 5 2.84
1 1 5 -10.46
0 3 6 3.0
1 2 6 -11.65
0 1 4 2.05
1 0 4 -8.02
0 5 6 -2.48
1 5 7 -6.19
0 5 3 4.77
1 5 4 -10.08
0 6 4 5.48
1 4 2 -8.9
0 6 3 -3.21
1 6 2 -9.22
0 5 1 0.41
1 3 1 -9.79
0 4 0 -0.82
1 1 3 -7.28
0 4 1 -5.88
1 2 1 -6.52
0 4 6 -6.13
1 7 3 -7.46
0 3 0 0.82
1 7 5 -4.16
0 7 4 -0.76
1 6 5 1.91
0 7 6 -14.59
1 7 7 5.14
0 2 7 -14.49
1 6 6 12.91
0 0 3 -18.88
1 2 0 8.12
0 1 6 -14.46
1 4 7 5.31
0 0 5 -64
1 3 7 64
0 1 0 -10.0
1 1 7 10.0
0 6 7 -10.0
1 5 0 10.0
0 1 1 -10.0
1 0 7 10.0
0 0 6 -10.0
1 0 0 10.0
0 7 1 -10.0
1 7 2 10.0
0 6 0 -10.0
1 0 2 10.0
0 0 1 -10.0
1 6 1 10.0
0 7 0 -10.0
