1 3 5 -20.0
0 2 3 20.0
1 5 2 -20.0
0 5 3 20.0
1 4 2 -20.0
0 4 5 20.0
1 2 5 -20.0
0 3 6 20.0
1 5 5 -20.0
0 2 6 2.22
1 2 4 -2.2
0 4 6 4.06
1 1 3 -1.74
0 3 2 -5.38
1 5 4 -9.77
0 1 2 6.3
1 2 7 -17.89
0 6 4 9.03
1 5 7 -15.42
0 5 6 5.93
1 3 1 -19.81
0 2 2 10.07
1 6 3 -18.79
0 0 3 13.48
1 1 4 -15.98
0 4 1 5.23
1 2 1 -18.1
0 0 4 4.73
1 0 5 -16.19
0 6 5 10.24
1 7 4 -24.45
0 2 0 13.66
1 3 0 -26.17
0 5 1 15.86
1 0 2 -26.67
0 4 0 12.91
1 7 5 -20.05
0 6 6 15.73
1 6 0 -24.06
0 1 0 16.38
1 7 7 -24.72
0 3 7 24.07
1 6 1 -29.26
0 5 0 64
1 0 0 -64
0 4 7 20.0
1 6 7 -20.0
0 7 0 20.0
1 7 1 -20.0
0 7 3 20.0
1 1 1 -20.0
0 7 2 20.0
1 6 2 -20.0
0 7 6 20.0
0 0 1 20.0
0 1 7 20.0
1 0 7 -20.0
0 0 6 20.0
1 1 5 -20.0
0 1 6 20.0
