1 3 5 6.0
0 2 5 -6.0
1 2 4 6.0
0 4 5 -6.0
1 2 6 6.0
0 2 3 -6.0
1 4 6 6.0
0 1 5 -6.0
1 0 4 6.0
0 5 7 2.96
1 5 3 -5.25
0 3 6 5.61
1 1 4 -6.17
0 1 3 5.01
1 5 5 -5.98
0 2 7 6.01
1 5 2 -5.8
0 5 6 7.01
1 0 2 -2.01
0 4 2 -2.73
1 5 4 2.11
0 6 2 -2.38
1 1 6 0.85
0 0 7 0.84
1 3 2 -0.62
0 6 5 -0.23
1 6 3 -0.05
0 3 1 -0.16
1 4 7 -0.31
0 2 2 1.92
1 6 4 -1.4
0 3 7 0.46
1 1 2 0.02
0 0 3 -0.87
1 7 5 1.4
0 7 2 -1.35
1 7 3 0.1
0 7 4 -0.56
1 7 1 2.94
0 6 6 -2.88
1 1 7 4.02
0 2 1 -5.19
1 7 7 5.24
0 7 6 -64
1 6 1 64
0 7 0 -6.0
1 3 0 6.0
0 5 1 -6.0
1 2 0 6.0
0 4 1 -6.0
1 4 0 6.0
0 5 0 -6.0
1 1 1 6.0
0 0 0 -6.0
1 6 7 6.0
0 0 5 -6.0
1 0 6 6.0
0 0 1 -6.0
1 1 0 6.0
1 6 0 6.0
