1 3 5 4.0
0 2 3 -4.0
1 4 2 4.0
0 5 3 -4.0
1 5 2 4.0
0 4 5 -4.0
1 2 5 4.0
0 5 5 -4.0
1 2 4 4.0
0 1 4 -4.0
1 1 5 4.0
0 3 2 -4.0
1 2 1 4.0
0 2 6 -4.0
1 5 4 4.0
0 6 4 -4.0
1 7 5 4.0
0 7 3 0.53
1 5 6 2.73
0 4 1 -0.45
1 3 6 0.72
0 3 7 -2.13
1 3 1 3.13
0 5 1 -2.64
1 4 0 2.9
0 4 6 -4.05
1 7 4 5.44
0 7 6 -5.21
1 6 5 6.79
0 5 0 -10.18
1 4 7 10.93
0 3 0 -8.08
1 2 7 5.09
0 0 5 -5.56
1 1 7 5.91
0 6 2 -3.73
1 1 6 3.11
0 6 3 -3.37
1 2 2 2.66
0 0 7 -3.78
1 2 0 3.71
0 1 0 -3.23
1 0 3 2.78
0 0 4 -64
1 7 1 64
0 0 2 -4.0
1 0 6 4.0
0 5 7 -4.0
1 7 2 4.0
0 7 0 -4.0
1 6 6 4.0
0 6 7 -4.0
1 1 3 4.0
0 1 2 -4.0
1 1 1 4.0
0 0 1 -4.0
1 0 0 4.0
0 6 1 -4.0
1 7 7 4.0
1 6 0 4.0
