1 3 5 34.0
0 2 3 -34.0
1 5 2 34.0
0 4 5 -34.0
1 2 5 34.0
0 4 2 -34.0
1 5 4 5.56
0 1 5 -3.51
1 2 6 3.04
0 3 6 -3.61
1 2 4 4.62
0 5 3 -4.74
1 5 5 4.8
0 4 6 -6.29
1 2 7 6.4
0 1 3 -7.41
1 3 7 7.11
0 6 4 -8.62
1 6 3 9.5
0 5 6 -8.84
1 6 2 9.49
0 4 7 -9.35
1 1 4 10.59
0 0 5 -11.06
1 7 5 9.05
0 7 4 -9.15
1 6 5 11.13
0 7 6 -10.85
1 3 1 10.6
0 1 7 -10.84
1 3 2 9.96
0 2 1 -9.76
1 1 2 11.57
0 2 2 -12.06
1 0 2 11.66
0 0 4 -11.02
1 2 0 11.58
0 4 0 -12.35
1 6 7 13.0
0 7 1 -12.2
1 3 0 10.66
0 5 1 -10.99
1 4 1 11.73
0 5 0 -64
1 0 3 64
0 0 1 -34.0
1 7 2 34.0
0 6 6 -34.0
1 7 0 34.0
0 1 0 -34.0
1 6 0 34.0
0 1 1 -34.0
1 0 0 34.0
0 7 3 -34.0
1 7 7 34.0
0 6 1 -34.0
1 0 6 34.0
0 1 6 -34.0
1 0 7 34.0
1 5 7 34.0
