1 3 5 -16.0
0 2 3 16.0
1 3 2 -16.0
0 4 5 16.0
1 5 3 -16.0
0 4 2 16.0
1 5 4 -16.0
0 2 4 16.0
1 2 5 -16.0
0 3 6 0.91
1 5 2 -0.91
0 2 6 1.23
1 4 6 -1.23
0 5 7 0.55
1 2 2 -0.37
0 5 6 -0.23
1 1 3 -0.95
0 1 2 1.18
1 1 5 -0.33
0 0 5 1.05
1 1 4 -1.38
0 0 4 1.61
1 0 2 -1.98
0 2 1 2.01
1 3 1 -3.08
0 3 0 2.53
1 4 7 -0.86
0 3 7 0.3
1 2 7 -1.07
0 0 3 2.35
1 0 6 -1.0
0 6 3 -2.62
1 0 1 2.66
0 6 4 -3.88
1 4 1 2.77
0 5 5 -1.7
1 6 7 1.47
0 5 0 0.13
1 6 2 0.08
0 1 6 1.05
1 4 0 -2.38
0 2 0 3.66
1 5 1 -3.08
0 1 1 64
1 7 5 -64
0 7 4 16.0
1 7 2 -16.0
0 7 6 16.0
1 7 3 -16.0
0 7 1 16.0
1 6 1 -16.0
0 6 5 16.0
1 6 0 -16.0
0 7 0 16.0
1 6 6 -16.0
0 7 7 16.0
1 1 7 -16.0
0 0 7 16.0
1 0 0 -16.0
0 1 0 16.0
