1 3 5 6.0
0 2 5 -6.0
1 2 4 6.0
0 4 5 -6.0
1 5 3 6.0
0 1 3 0.51
1 5 4 -0.22
0 2 3 1.13
1 1 4 -1.21
0 0 5 1.38
1 0 2 0.31
0 3 2 -3.12
1 4 2 4.92
0 0 3 -4.97
1 3 1 4.81
0 3 0 -4.78
1 2 1 5.28
0 5 5 -5.42
1 2 2 5.77
0 1 5 -5.93
1 4 1 6.05
0 6 4 -6.18
1 7 5 5.83
0 6 3 -5.02
1 3 6 4.28
0 5 2 -3.05
1 2 6 1.08
0 4 6 -0.17
1 4 0 -0.77
0 5 1 0.92
1 2 0 0.01
0 7 4 -1.65
1 5 6 1.83
0 1 2 -2.91
1 6 5 2.73
0 5 7 -2.84
1 4 7 2.55
0 5 0 -2.45
1 6 7 2.13
0 1 0 -2.36
1 1 1 2.03
0 0 0 -1.52
1 0 1 2.72
0 1 6 -64
1 6 6 64
0 7 7 -6.0
1 7 6 6.0
0 3 7 -6.0
1 7 2 6.0
0 6 2 -6.0
1 0 6 6.0
0 0 7 -6.0
1 0 4 6.0
0 2 7 -6.0
1 6 0 6.0
0 7 0 -6.0
1 7 1 6.0
0 6 1 -6.0
1 7 3 6.0
1 1 7 6.0
