1 3 5 -14.0
0 2 5 14.0
1 2 4 -14.0
0 4 5 14.0
1 3 6 -14.0
0 1 4 14.0
1 5 4 -14.0
0 2 6 14.0
1 5 3 -14.0
0 3 2 14.0
1 2 3 -14.0
0 4 2 -1.8
1 5 2 1.8
0 2 2 -1.74
1 4 1 1.74
0 5 5 -0.75
1 2 1 4.55
0 4 7 -4.55
1 1 3 4.55
0 1 2 -4.88
1 0 2 5.57
0 3 1 -5.08
1 0 5 4.05
0 1 5 -3.56
1 2 0 3.45
0 6 4 -3.2
1 2 7 2.12
0 6 3 -0.34
1 3 7 -0.93
0 4 6 -0.4
1 6 2 0.52
0 1 7 0.18
1 7 3 0.86
0 5 1 -1.41
1 7 5 -0.69
0 5 0 3.06
1 4 0 -1.96
0 7 4 2.15
1 0 6 -2.4
0 7 2 0.48
1 7 1 0.59
0 1 1 0.01
1 5 7 -2.2
0 6 7 64
1 0 0 -64
0 0 4 14.0
1 6 6 -14.0
0 0 7 14.0
1 5 6 -14.0
0 6 5 14.0
1 0 1 -14.0
0 6 0 14.0
1 1 6 -14.0
0 0 3 14.0
1 7 0 -14.0
0 6 1 14.0
1 7 6 -14.0
0 7 7 14.0
0 1 0 14.0
0 3 0 14.0
