1 3 5 -6.0
0 2 3 6.0
1 4 2 -6.0
0 5 3 6.0
1 3 2 -6.0
0 4 5 6.0
1 6 4 -2.96
0 2 2 4.85
1 2 4 -4.63
0 3 1 5.52
1 5 4 -6.63
0 3 6 5.4
1 1 3 -5.8
0 2 5 6.04
1 2 1 -4.14
0 5 5 3.22
1 2 0 -3.7
0 4 1 4.16
1 1 4 -4.02
0 3 0 3.59
1 5 2 -3.37
0 6 5 3.48
1 4 6 -5.38
0 1 5 5.34
1 6 3 -2.78
0 7 3 3.01
1 6 2 -3.8
0 5 1 2.98
1 2 7 -2.9
0 5 6 5.44
1 7 5 -8.13
0 7 2 8.8
1 1 2 -6.84
0 7 4 5.26
1 2 6 -5.87
0 7 6 4.9
1 0 4 -5.16
0 6 6 3.37
1 4 0 -2.84
0 5 0 2.92
1 7 7 -2.43
0 0 3 1.44
1 0 2 -1.77
0 6 7 64
1 5 7 -64
0 0 6 6.0
1 0 5 -6.0
0 0 1 6.0
1 7 1 -6.0
0 6 1 6.0
1 7 0 -6.0
0 6 0 6.0
1 1 1 -6.0
0 0 0 6.0
1 1 0 -6.0
0 1 7 6.0
1 3 7 -6.0
0 4 7 6.0
1 0 7 -6.0
0 1 6 6.0
