1 3 5 14.0
0 2 5 -14.0
1 2 4 14.0
0 2 3 -14.0
1 5 2 14.0
0 4 5 -14.0
1 1 4 -3.33
0 1 5 3.33
1 2 2 -4.6
0 3 2 4.66
1 4 2 -5.7
0 0 5 5.8
1 4 6 -6.56
0 3 1 6.66
1 1 2 -6.05
0 1 3 5.88
1 0 4 -4.13
0 5 4 4.05
1 4 1 -4.46
0 5 3 4.43
1 0 3 -4.71
0 2 1 4.25
1 0 6 -4.05
0 5 5 2.48
1 5 1 -2.44
0 6 2 1.74
1 2 6 -1.09
0 0 1 1.13
1 3 6 -0.83
0 4 7 2.03
1 2 0 -3.41
0 3 7 3.29
1 6 3 -4.71
0 3 0 5.3
1 5 7 -3.67
0 7 2 3.14
1 2 7 -3.59
0 6 4 1.23
1 4 0 0.64
0 1 1 -2.47
1 5 6 3.21
0 6 6 -4.83
1 6 7 6.2
0 6 0 -7.94
1 5 0 9.48
0 1 0 -8.92
1 0 2 9.36
0 0 7 -10.13
1 7 7 12.69
0 6 5 -14.6
1 0 0 15.13
0 6 1 -14.84
1 7 0 17.2
0 7 6 -14.0
1 7 1 14.0
0 7 3 -14.0
1 1 6 14.0
0 1 7 -14.0
1 7 5 14.0
0 7 4 -14.0
