1 3 5 -18.0
0 2 3 18.0
1 3 2 -18.0
0 4 5 18.0
1 5 4 -18.0
0 2 2 18.0
1 5 3 -18.0
0 2 5 18.0
1 2 4 -18.0
0 1 3 18.0
1 1 4 -18.0
0 1 2 18.0
1 2 1 -5.87
0 5 5 6.36
1 4 2 -5.02
0 3 1 6.7
1 4 1 -8.09
0 0 3 7.6
1 0 5 -7.89
0 0 4 8.71
1 4 6 -9.53
0 3 7 9.8
1 6 5 -9.97
0 2 0 8.74
1 3 6 -8.24
0 4 7 6.61
1 0 2 -7.53
0 3 0 8.12
1 2 6 -7.66
0 2 7 7.81
1 4 0 -6.6
0 5 0 5.2
1 5 1 -3.98
0 5 6 4.22
1 1 5 -3.46
0 7 5 2.86
1 6 6 -1.95
0 6 3 2.18
1 6 7 -2.09
0 5 2 2.59
1 6 2 -3.5
0 7 3 2.65
1 6 4 -4.64
0 7 7 64
1 5 7 -64
0 7 6 18.0
1 7 4 -18.0
0 7 2 18.0
1 6 0 -18.0
0 7 0 18.0
1 1 0 -18.0
0 0 0 18.0
1 7 1 -18.0
0 6 1 18.0
1 1 6 -18.0
0 1 7 18.0
1 0 7 -18.0
0 0 6 18.0
0 0 1 18.0
0 1 1 18.0
