1 3 5 -12.0
0 2 3 12.0
1 3 2 -12.0
0 4 5 12.0
1 5 4 -12.0
0 2 2 12.0
1 5 3 -12.0
0 2 5 12.0
1 2 4 -12.0
0 1 3 12.0
1 4 6 -12.0
0 4 2 12.0
1 3 6 -12.0
0 5 2 12.0
1 1 5 -12.0
0 6 3 12.0
1 1 4 -12.0
0 6 5 12.0
1 6 4 -12.0
0 5 5 12.0
1 7 2 -12.0
0 5 6 8.42
1 6 2 -8.42
0 7 5 8.42
1 7 4 -6.71
0 4 7 7.27
1 3 7 -7.58
0 2 7 9.33
1 5 7 -8.91
0 2 6 9.3
1 1 7 -9.88
0 0 4 10.74
1 0 2 -10.77
0 0 5 11.42
1 0 3 -12.09
0 0 1 12.59
1 1 2 -12.41
0 5 1 11.4
1 3 1 -9.91
0 6 6 8.8
1 7 7 -8.52
0 4 1 8.61
1 2 1 -8.61
0 3 0 64
1 2 0 -64
0 4 0 12.0
1 6 0 -12.0
0 1 0 12.0
1 1 1 -12.0
0 6 7 12.0
1 7 6 -12.0
0 7 3 12.0
1 1 6 -12.0
0 0 0 12.0
1 6 1 -12.0
0 7 0 12.0
1 7 1 -12.0
0 5 0 12.0
0 0 6 12.0
0 0 7 12.0
