1 3 5 -24.0
0 2 3 24.0
1 4 2 -24.0
0 5 3 24.0
1 3 2 -24.0
0 4 1 24.0
1 5 2 -2.39
0 6 3 1.41
1 5 1 -0.91
0 3 1 2.09
1 4 0 -2.34
0 3 0 3.82
1 2 0 -5.41
0 2 1 6.37
1 2 2 -7.99
0 5 0 7.7
1 6 0 -5.96
0 1 2 5.84
1 6 4 -5.41
0 5 4 6.55
1 1 4 -6.4
0 1 3 5.41
1 2 4 -6.32
0 4 5 6.92
1 7 3 -7.32
0 6 2 7.58
1 2 5 -8.86
0 1 1 9.01
1 0 4 -9.77
0 0 3 10.21
1 5 6 -10.83
0 7 5 11.77
1 6 5 -12.23
0 5 5 11.79
1 4 6 -13.52
0 7 4 15.64
1 7 2 -17.51
0 0 5 18.2
1 0 0 -18.69
0 7 1 16.79
1 0 1 -16.1
0 0 2 15.05
1 1 5 -15.36
0 1 0 64
1 0 6 -64
0 7 0 24.0
1 6 1 -24.0
0 5 7 24.0
1 6 6 -24.0
0 1 6 24.0
1 3 6 -24.0
0 2 6 24.0
1 2 7 -24.0
0 6 7 24.0
1 7 7 -24.0
0 0 7 24.0
1 4 7 -24.0
0 3 7 24.0
1 1 7 -24.0
0 7 6 24.0
