1 3 5 14.0
0 2 3 -14.0
1 4 2 14.0
0 5 3 -14.0
1 5 2 14.0
0 4 5 -14.0
1 5 4 14.0
0 5 5 -14.0
1 4 6 14.0
0 2 5 -14.0
1 3 6 -0.94
0 4 7 0.94
1 5 6 -0.94
0 5 7 3.24
1 2 4 -6.22
0 3 2 5.69
1 1 3 -4.89
0 4 1 5.8
1 2 1 -5.68
0 1 2 5.56
1 2 2 -5.67
0 3 1 6.41
1 3 0 -5.23
0 1 5 3.3
1 4 0 -2.75
0 6 4 2.88
1 6 3 -3.65
0 0 2 4.59
1 7 5 -4.36
0 1 4 4.3
1 6 5 -3.79
0 5 1 2.63
1 2 7 -2.74
0 3 7 3.57
1 6 7 -3.9
0 7 2 2.7
1 7 4 -3.05
0 5 0 1.23
1 6 2 -1.3
0 6 6 3.23
1 1 6 -3.7
0 2 6 4.85
1 0 5 -5.11
0 2 0 -64
1 1 7 64
0 6 0 -14.0
1 0 3 14.0
0 0 4 -14.0
1 0 1 14.0
0 6 1 -14.0
1 1 0 14.0
0 0 0 -14.0
1 1 1 14.0
0 0 7 -14.0
1 0 6 14.0
0 7 7 -14.0
1 7 0 14.0
0 7 1 -14.0
1 7 3 14.0
1 7 6 14.0
