1 3 5 4.0
0 2 5 -4.0
1 2 4 4.0
0 2 3 -4.0
1 1 4 4.0
0 3 6 -4.0
1 2 6 4.0
0 5 4 -4.0
1 3 7 4.0
0 0 4 -4.0
1 1 3 4.0
0 0 3 0.48
1 3 2 -0.94
0 4 5 1.02
1 5 5 -1.6
0 4 6 1.95
1 1 5 -2.09
0 0 5 3.12
1 2 2 -3.77
0 1 2 3.86
1 6 4 -4.67
0 5 3 4.52
1 6 2 -3.92
0 7 4 3.26
1 6 5 -3.13
0 5 2 3.57
1 4 2 -4.59
0 7 5 4.3
1 4 7 -5.3
0 5 7 6.45
1 5 6 -6.59
0 2 7 5.83
1 7 3 -6.55
0 6 3 7.02
1 1 6 -6.66
0 5 1 6.2
1 7 2 -5.97
0 0 7 4.57
1 7 6 -3.34
0 4 1 1.28
1 3 1 -0.61
0 3 0 1.01
1 2 1 -1.73
0 1 7 -64
1 2 0 64
0 1 0 -4.0
1 4 0 4.0
0 5 0 -4.0
1 0 6 4.0
0 6 7 -4.0
1 6 6 4.0
0 1 1 -4.0
1 0 0 4.0
0 7 1 -4.0
1 7 0 4.0
0 7 7 -4.0
1 6 0 4.0
0 6 1 -4.0
1 0 1 4.0
0 0 2 -4.0
