1 3 5 -2.0
0 2 3 2.0
1 2 2 -2.0
0 2 5 -0.7
1 2 4 0.7
0 4 5 2.53
1 5 5 -4.7
0 3 2 3.89
1 5 3 -4.7
0 5 4 4.74
1 6 4 -5.25
0 6 2 4.7
1 5 2 -3.11
0 4 2 2.79
1 4 1 -2.41
0 3 1 2.04
1 6 3 -1.73
0 5 0 1.3
1 3 0 -1.76
0 7 5 1.16
1 5 1 0.19
0 7 2 -1.09
1 2 6 0.45
0 4 6 -0.35
1 3 6 1.52
0 1 5 -3.72
1 1 4 3.78
0 0 4 -3.09
1 6 5 2.41
0 3 7 -2.52
1 4 0 2.98
0 2 0 -3.5
1 2 1 3.57
0 1 3 -2.91
1 7 4 1.58
0 7 3 0.29
1 5 6 -1.88
0 5 7 3.2
1 1 2 -4.45
0 0 2 5.06
1 0 6 -5.2
0 0 5 5.52
1 1 1 -5.77
0 0 0 64
1 1 6 -64
0 7 6 2.0
1 4 7 -2.0
0 1 0 2.0
1 6 6 -2.0
0 7 7 2.0
1 6 7 -2.0
0 0 7 2.0
1 0 3 -2.0
0 6 0 2.0
1 6 1 -2.0
0 7 1 2.0
1 7 0 -2.0
0 2 7 2.0
1 0 1 -2.0
1 1 7 -2.0
