1 3 5 6.0
0 2 3 -6.0
1 5 2 6.0
0 5 3 -6.0
1 4 2 6.0
0 4 5 -6.0
1 3 2 6.0
0 4 1 -6.0
1 3 1 6.0
0 2 2 -6.0
1 5 1 6.0
0 2 4 -6.0
1 5 4 -4.52
0 2 0 5.13
1 3 6 -2.78
0 2 6 4.76
1 2 5 -4.76
0 6 3 4.98
1 1 5 -5.64
0 5 5 5.66
1 1 4 -6.67
0 2 1 7.22
1 1 2 -6.28
0 3 0 6.25
1 4 0 -6.48
0 5 0 7.79
1 3 7 -6.63
0 0 3 5.61
1 6 4 -6.34
0 1 3 5.3
1 4 6 -5.3
0 5 7 5.13
1 0 2 -4.8
0 0 4 4.52
1 0 5 -5.81
0 6 2 6.72
1 7 3 -6.38
0 1 7 6.85
1 7 2 -6.82
0 5 6 3.25
1 2 7 -2.27
0 4 7 1.96
1 6 5 0.08
0 7 5 -64
1 7 4 64
0 7 1 -6.0
1 7 6 6.0
0 7 7 -6.0
1 6 7 6.0
0 6 6 -6.0
1 0 7 6.0
0 0 1 -6.0
1 0 0 6.0
0 1 1 -6.0
1 6 0 6.0
0 6 1 -6.0
1 7 0 6.0
0 1 6 -6.0
1 0 6 6.0
1 1 0 6.0
