1 3 5 -2.0
0 2 5 2.0
1 2 4 -2.0
0 2 3 2.0
1 1 5 -2.0
0 5 4 2.0
1 1 3 -2.0
0 1 4 2.0
1 0 3 -2.0
0 0 5 2.0
1 2 2 -2.0
0 3 2 -0.69
1 5 3 1.63
0 3 6 -1.88
1 3 1 -0.11
0 2 1 -0.96
1 4 2 -0.45
0 0 2 -0.3
1 0 4 1.09
0 4 5 -0.01
1 4 1 -0.31
0 1 2 0.57
1 2 0 -0.65
0 6 3 1.04
1 6 5 -2.86
0 5 2 3.11
1 2 6 -2.18
0 5 5 2.11
1 5 1 -2.0
0 4 6 2.84
1 6 2 -0.33
0 7 5 -1.52
1 7 3 2.25
0 7 2 -3.5
1 6 4 2.74
0 5 0 -1.45
1 7 1 -0.42
0 7 4 1.73
1 7 6 -1.55
0 4 0 1.51
1 3 0 -2.48
0 6 1 2.37
1 7 0 -1.65
0 6 0 64
1 5 7 -64
0 4 7 2.0
1 6 6 -2.0
0 1 1 2.0
1 5 6 -2.0
0 3 7 2.0
1 0 0 -2.0
0 2 7 2.0
1 0 1 -2.0
0 1 0 2.0
1 0 6 -2.0
0 7 7 2.0
1 6 7 -2.0
0 1 6 2.0
1 0 7 -2.0
0 1 7 2.0
