1 3 5 0.0
0 2 5 0.0
1 2 4 0.0
0 4 5 0.0
1 2 6 0.0
0 3 2 0.0
1 4 6 0.0
0 3 6 0.0
1 4 7 0.0
0 2 7 0.0
1 5 5 0.0
0 5 4 -0.62
1 5 2 2.28
0 6 5 -0.17
1 3 7 1.27
0 5 3 1.11
1 1 7 1.4
0 2 3 -1.46
1 6 4 1.22
0 5 1 -2.16
1 2 2 0.58
0 1 2 -0.65
1 1 3 1.0
0 0 3 0.32
1 6 2 -0.55
0 7 2 0.3
1 3 1 -1.27
0 4 2 2.1
1 2 1 -2.05
0 4 0 0.34
1 3 0 2.69
0 6 6 -3.53
1 5 6 4.66
0 5 7 -6.06
1 4 1 5.71
0 0 7 -4.31
1 1 4 2.97
0 2 0 -0.6
1 7 5 -0.96
0 7 6 0.27
1 6 3 -0.82
0 0 4 0.09
1 5 0 -0.75
0 6 0 0
1 6 1 0
0 1 6 0.0
1 7 7 0.0
0 7 0 0.0
1 7 1 0.0
0 6 7 0.0
1 0 1 0.0
0 0 2 0.0
1 1 0 0.0
0 0 0 0.0
1 1 1 0.0
0 7 3 0.0
1 0 6 0.0
0 1 5 0.0
1 0 5 0.0
1 7 4 0.0
