1 3 5 -4.0
0 2 3 4.0
1 4 2 -4.0
0 5 3 4.0
1 5 2 -4.0
0 4 5 4.0
1 2 5 -4.0
0 5 5 4.0
1 2 4 -4.0
0 1 4 4.0
1 2 2 -4.0
0 3 6 4.0
1 6 3 -4.0
0 1 3 4.0
1 0 5 -4.0
0 0 4 4.0
1 1 5 -1.6
0 0 6 2.3
1 5 4 -2.3
0 6 4 2.43
1 5 6 -2.78
0 3 2 2.48
1 2 1 -2.95
0 4 6 3.87
1 2 7 -3.78
0 4 7 1.8
1 3 7 -0.77
0 1 7 1.3
1 5 7 -0.66
0 6 7 -0.09
1 2 6 -0.36
0 1 2 2.26
1 0 2 -2.93
0 7 2 4.07
1 0 3 -4.08
0 0 1 3.54
1 6 5 -2.98
0 7 5 2.71
1 6 6 -2.82
0 4 1 3.59
1 5 1 -3.53
0 3 0 2.18
1 2 0 -1.32
0 3 1 64
1 4 0 -64
0 6 2 4.0
1 1 1 -4.0
0 5 0 4.0
1 6 0 -4.0
0 6 1 4.0
1 7 0 -4.0
0 7 1 4.0
1 7 3 -4.0
0 7 4 4.0
1 1 6 -4.0
0 7 7 4.0
1 7 6 -4.0
0 0 7 4.0
0 1 0 4.0
1 0 0 -4.0
