1 3 5 8.0
0 2 3 -8.0
1 5 2 8.0
0 5 3 -8.0
1 4 2 8.0
0 4 5 -8.0
1 3 2 8.0
0 4 1 -8.0
1 2 2 8.0
0 2 4 -8.0
1 5 0 8.0
0 5 1 -8.0
1 6 3 8.0
0 6 2 -8.0
1 7 2 -0.06
0 3 1 0.06
1 5 4 -0.06
0 5 5 0.06
1 2 5 1.88
0 1 5 -4.57
1 4 0 4.77
0 2 0 -5.17
1 3 0 2.48
0 6 0 -0.96
1 2 1 0.98
0 1 0 -0.42
1 6 4 0.47
0 7 5 -0.6
1 6 5 -0.16
0 7 4 -0.63
1 7 3 0.55
0 7 1 0.21
1 4 6 -0.02
0 1 4 -0.33
1 1 2 0.68
0 5 7 -1.7
1 3 6 3.2
0 1 3 -3.78
1 0 4 3.48
0 0 5 -4.0
1 0 3 3.5
0 2 7 -1.87
1 2 6 0.34
0 0 2 -64
1 6 1 64
0 1 7 -8.0
1 3 7 8.0
0 0 6 -8.0
1 4 7 8.0
0 5 6 -8.0
1 0 7 8.0
0 1 6 -8.0
1 1 1 8.0
0 7 0 -8.0
1 0 1 8.0
0 0 0 -8.0
1 6 7 8.0
0 6 6 -8.0
1 7 6 8.0
0 7 7 -8.0
