1 3 5 2.0
0 2 5 -2.0
1 2 4 2.0
0 2 3 -2.0
1 1 5 2.0
0 4 5 -2.0
1 3 2 2.0
0 2 2 -2.0
1 1 3 2.0
0 4 2 -2.0
1 1 2 1.3
0 1 4 -1.66
1 0 3 -0.58
0 0 2 -0.5
1 3 1 -1.23
0 2 0 1.98
1 0 1 -2.12
0 2 1 1.9
1 4 1 -1.5
0 3 6 1.0
1 5 2 -0.41
0 5 4 -0.91
1 5 3 0.34
0 0 4 -0.22
1 0 5 0.36
0 2 6 0.21
1 3 0 0.82
0 6 3 -0.05
1 1 0 -2.13
0 5 0 2.7
1 5 1 -3.37
0 6 2 3.23
1 2 7 -3.66
0 6 0 3.97
1 5 5 -4.54
0 5 6 4.12
1 3 7 -2.52
0 4 6 1.59
1 6 7 -2.38
0 6 6 2.57
1 7 7 -1.09
0 6 5 1.05
1 7 6 -1.77
0 7 5 -64
1 7 3 64
0 7 4 -2.0
1 6 4 2.0
0 7 2 -2.0
1 5 7 2.0
0 1 6 -2.0
1 7 1 2.0
0 6 1 -2.0
1 0 6 2.0
0 4 7 -2.0
1 4 0 2.0
0 0 0 -2.0
1 7 0 2.0
0 1 1 -2.0
0 0 7 -2.0
0 1 7 -2.0
