1 3 5 -6.0
0 2 3 6.0
1 5 2 -6.0
0 5 3 6.0
1 4 2 -6.0
0 4 5 6.0
1 2 5 -6.0
0 5 5 6.0
1 2 4 -6.0
0 1 4 6.0
1 1 5 -6.0
0 3 2 6.0
1 2 1 -6.0
0 2 6 6.0
1 5 4 -6.0
0 6 4 6.0
1 3 6 -6.0
0 4 6 4.13
1 0 4 -2.98
0 0 5 2.6
1 2 2 -2.74
0 0 3 2.44
1 4 7 -1.04
0 6 2 1.73
1 7 2 -2.4
0 3 7 3.81
1 5 7 -5.65
0 5 6 4.96
1 2 7 -4.22
0 1 2 4.12
1 7 3 -2.27
0 6 5 2.74
1 1 3 -1.91
0 6 3 1.68
1 6 7 -1.77
0 5 1 3.58
1 7 5 -3.94
0 0 2 3.16
1 4 1 -3.34
0 1 6 3.07
1 5 0 -4.02
0 2 0 3.69
1 0 7 -3.38
0 3 1 64
1 3 0 -64
0 4 0 6.0
1 1 0 -6.0
0 1 7 6.0
1 1 1 -6.0
0 0 0 6.0
1 0 6 -6.0
0 7 7 6.0
1 7 4 -6.0
0 6 0 6.0
1 0 1 -6.0
0 7 6 6.0
1 6 6 -6.0
0 7 1 6.0
1 6 1 -6.0
0 7 0 6.0
