1 3 5 -10.0
0 2 3 10.0
1 2 2 -10.0
0 4 5 10.0
1 2 4 -10.0
0 3 2 10.0
1 5 4 -10.0
0 5 5 7.8
1 4 2 -8.7
0 2 5 8.13
1 5 3 -7.75
0 6 4 8.35
1 3 6 -8.19
0 2 6 7.57
1 4 6 -6.38
0 3 7 5.97
1 2 7 -6.21
0 1 4 5.77
1 5 7 -5.15
0 4 7 6.16
1 1 3 -6.88
0 1 5 6.81
1 0 4 -7.2
0 6 2 6.88
1 5 6 -7.21
0 5 2 7.1
1 6 3 -6.91
0 6 5 8.55
1 7 4 -8.77
0 7 3 8.51
1 7 2 -8.51
0 4 1 9.06
1 5 1 -11.25
0 5 0 12.05
1 3 0 -10.88
0 4 0 11.58
1 6 0 -13.29
0 3 1 14.8
1 2 1 -14.9
0 1 1 12.54
1 1 2 -10.84
0 2 0 12.34
1 7 5 -13.41
0 7 0 64
1 0 0 -64
0 0 5 10.0
1 1 0 -10.0
0 6 1 10.0
1 0 6 -10.0
0 0 1 10.0
1 0 2 -10.0
0 0 3 10.0
1 7 1 -10.0
0 0 7 10.0
1 6 7 -10.0
0 7 7 10.0
1 1 7 -10.0
0 1 6 10.0
0 7 6 10.0
1 6 6 -10.0
