1 3 5 16.0
0 2 3 -16.0
1 4 2 16.0
0 5 3 -16.0
1 5 2 16.0
0 4 5 -16.0
1 2 4 16.0
0 5 1 -16.0
1 6 3 16.0
0 5 4 4.64
1 4 1 -4.02
0 3 2 3.38
1 6 2 -3.02
0 4 0 2.13
1 6 4 -1.95
0 5 5 1.95
1 3 1 -2.19
0 2 2 1.98
1 1 3 -1.66
0 7 5 2.43
1 4 6 -4.01
0 7 4 3.02
1 3 0 -3.92
0 3 6 5.5
1 5 0 -6.02
0 2 6 6.58
1 3 7 -6.47
0 7 3 6.75
1 2 1 -7.48
0 2 7 7.42
1 6 5 -8.37
0 1 2 9.3
1 1 5 -7.98
0 0 4 6.63
1 0 2 -6.46
0 1 6 8.52
1 6 0 -9.95
0 1 0 9.53
1 0 1 -7.12
0 7 6 4.37
1 6 1 -2.02
0 4 7 -1.64
1 5 6 4.2
0 5 7 -64
1 7 2 64
0 0 3 -16.0
1 0 5 16.0
0 2 5 -16.0
1 1 4 16.0
0 7 0 -16.0
1 7 1 16.0
0 2 0 -16.0
1 0 7 16.0
0 0 6 -16.0
1 1 7 16.0
0 0 0 -16.0
1 6 7 16.0
0 6 6 -16.0
1 7 7 16.0
1 1 1 16.0
