1 3 5 6.0
0 2 5 -6.0
1 2 4 6.0
0 2 3 -6.0
1 3 2 6.0
0 5 4 -6.0
1 5 3 6.0
0 3 6 -6.0
1 1 4 -7.18
0 1 3 7.45
1 2 6 -8.34
0 1 5 9.2
1 0 2 -9.45
0 4 5 10.07
1 0 5 -10.33
0 0 3 9.87
1 0 4 -10.17
0 4 2 10.73
1 4 7 -10.71
0 2 7 10.24
1 5 2 -9.89
0 4 1 8.14
1 3 1 -6.79
0 1 2 7.13
1 2 2 -6.52
0 1 7 4.98
1 5 6 -4.47
0 5 5 3.88
1 3 7 -4.38
0 5 7 4.05
1 4 6 -3.41
0 6 3 3.01
1 4 0 -4.52
0 6 2 4.73
1 6 4 -3.31
0 1 6 3.75
1 5 1 -5.86
0 7 4 6.41
1 6 5 -5.58
0 6 1 5.96
1 6 6 -5.3
0 7 7 5.73
1 6 7 -4.51
0 5 0 -64
1 7 2 64
0 7 6 -6.0
1 7 0 6.0
0 2 1 -6.0
1 6 0 6.0
0 7 3 -6.0
1 7 5 6.0
0 7 1 -6.0
1 1 0 6.0
0 2 0 -6.0
1 3 0 6.0
0 0 1 -6.0
1 0 7 6.0
0 0 6 -6.0
1 0 0 6.0
0 1 1 -6.0
