1 3 5 -4.0
0 2 5 4.0
1 2 4 -4.0
0 2 3 4.0
1 5 2 -4.0
0 4 5 4.0
1 2 2 -4.0
0 5 3 4.0
1 5 4 -4.0
0 6 3 4.0
1 7 4 -4.0
0 7 2 4.0
1 5 5 -4.0
0 6 2 4.0
1 3 2 -1.32
0 6 5 -0.05
1 4 6 0.05
0 6 4 -0.34
1 7 5 -0.25
0 5 6 -0.76
1 4 7 1.72
0 5 1 -1.41
1 4 2 0.32
0 7 3 0.29
1 7 1 -1.66
0 4 1 1.48
1 2 1 -0.96
0 3 1 -0.61
1 5 0 -1.1
0 1 3 3.46
1 2 0 -2.28
0 6 6 1.71
1 4 0 -1.65
0 6 7 -0.13
1 1 2 -0.35
0 6 1 -0.23
1 0 3 -0.03
0 3 0 -0.23
1 1 4 0.1
0 1 5 -0.63
1 7 0 -0.28
0 6 0 -0.8
1 2 6 1.12
0 0 5 64
1 3 6 -64
0 0 1 4.0
1 7 7 -4.0
0 7 6 4.0
1 5 7 -4.0
0 1 1 4.0
1 0 0 -4.0
0 1 0 4.0
1 0 4 -4.0
0 0 2 4.0
1 0 6 -4.0
0 1 7 4.0
1 3 7 -4.0
0 2 7 4.0
1 0 7 -4.0
0 1 6 4.0
