1 3 5 16.0
0 2 3 -16.0
1 5 2 16.0
0 5 3 -16.0
1 4 2 16.0
0 4 5 -16.0
1 2 5 16.0
0 3 6 -16.0
1 2 4 16.0
0 1 5 -16.0
1 1 3 16.0
0 3 2 -16.0
1 5 6 16.0
0 5 5 -16.0
1 2 2 16.0
0 1 4 -2.24
1 0 5 3.84
0 0 2 -2.45
1 0 3 2.47
0 4 1 -3.73
1 2 6 2.0
0 0 4 -4.61
1 0 1 5.68
0 5 1 -5.01
1 5 4 4.94
0 6 5 -3.88
1 0 6 4.75
0 3 1 -6.23
1 4 7 7.09
0 3 7 -7.74
1 2 7 7.61
0 4 6 -6.44
1 5 7 5.88
0 6 4 -8.59
1 7 5 9.4
0 1 2 -11.07
1 7 4 13.08
0 7 6 -10.93
1 7 7 9.78
0 6 3 -9.66
1 7 3 9.27
0 6 2 -8.03
1 1 1 5.8
0 1 6 -64
1 7 2 64
0 2 1 -16.0
1 2 0 16.0
0 3 0 -16.0
1 6 0 16.0
0 6 7 -16.0
1 4 0 16.0
0 5 0 -16.0
1 6 1 16.0
0 0 0 -16.0
1 1 0 16.0
0 0 7 -16.0
1 1 7 16.0
0 7 1 -16.0
1 7 0 16.0
1 6 6 16.0
