1 3 5 -2.0
0 2 3 2.0
1 3 2 -2.0
0 4 5 2.0
1 5 4 -2.0
0 2 2 2.0
1 5 3 -2.0
0 2 5 2.0
1 2 4 -2.0
0 1 3 2.0
1 5 6 -2.0
0 4 2 2.0
1 4 1 -2.0
0 5 1 2.0
1 3 6 -2.0
0 5 2 2.0
1 3 1 -2.0
0 3 0 2.0
1 4 0 -2.0
0 5 0 2.0
1 2 1 -2.0
0 2 0 2.0
1 1 5 -2.0
0 6 4 2.0
1 6 3 0.57
0 6 5 -0.57
1 5 5 0.57
0 1 4 -0.57
1 0 2 -3.52
0 0 3 2.39
1 7 3 -2.55
0 7 2 1.78
1 6 2 -0.31
0 7 4 0.63
1 6 1 -1.39
0 2 6 0.66
1 0 4 -1.38
0 7 0 1.63
1 7 5 -1.94
0 7 1 2.94
1 4 6 -2.75
0 2 7 2.02
1 6 0 -2.4
0 4 7 64
1 6 6 -64
0 7 7 2.0
1 1 6 -2.0
0 0 7 2.0
1 1 2 -2.0
0 7 6 2.0
1 1 1 -2.0
0 0 0 2.0
1 0 1 -2.0
0 1 0 2.0
1 0 5 -2.0
0 0 6 2.0
1 3 7 -2.0
0 5 7 2.0
1 6 7 -2.0
1 1 7 -2.0
