1 3 5 2.0
0 2 3 -2.0
1 5 2 2.0
0 5 3 -2.0
1 4 2 2.0
0 4 5 -2.0
1 3 2 2.0
0 4 1 -2.0
1 3 1 2.0
0 2 4 -1.42
1 5 5 1.93
0 2 6 -1.45
1 2 2 0.78
0 5 4 -1.39
1 1 3 0.32
0 6 3 0.32
1 1 5 0.03
0 3 6 -0.38
1 2 5 0.59
0 4 6 -1.24
1 6 5 0.84
0 6 4 -1.09
1 2 7 1.51
0 2 0 -1.56
1 7 4 0.41
0 7 3 -0.91
1 7 2 1.88
0 7 5 -1.69
1 7 6 1.92
0 6 2 -2.32
1 7 1 2.24
0 1 4 -2.45
1 5 7 1.21
0 2 1 -0.88
1 3 7 0.82
0 1 2 -2.45
1 5 6 3.91
0 0 5 -3.55
1 5 1 4.7
0 4 7 -4.57
1 1 6 2.82
0 0 6 -3.97
1 4 0 5.04
0 3 0 -64
1 1 0 64
0 5 0 -2.0
1 6 0 2.0
0 6 6 -2.0
1 7 7 2.0
0 6 7 -2.0
1 0 3 2.0
0 0 1 -2.0
1 0 7 2.0
0 1 1 -2.0
1 0 0 2.0
0 0 2 -2.0
1 1 7 2.0
0 0 4 -2.0
1 6 1 2.0
0 7 0 -2.0
