1 3 5 0.0
0 2 5 0.0
1 2 4 0.0
0 2 3 0.0
1 3 2 0.0
0 5 4 0.0
1 1 4 0.0
0 2 2 0.0
1 1 5 0.0
0 3 6 -0.32
1 1 2 0.14
0 4 1 -0.69
1 4 2 0.31
0 3 1 -0.48
1 5 2 0.43
0 1 3 -0.6
1 2 1 -0.05
0 5 1 -0.51
1 0 2 1.45
0 6 3 -2.58
1 5 5 3.54
0 5 3 -4.75
1 4 6 4.64
0 0 5 -6.02
1 0 3 5.01
0 2 6 -4.8
1 4 5 5.42
0 5 7 -7.05
1 6 4 6.59
0 2 0 -5.25
1 7 2 5.75
0 6 5 -6.95
1 5 0 7.93
0 4 0 -8.53
1 6 1 7.9
0 6 0 -6.52
1 3 0 6.79
0 0 1 -7.37
1 0 0 8.25
0 7 0 -5.81
1 1 0 4.08
0 1 1 -3.63
1 5 6 2.71
0 4 7 0
1 7 1 0
0 6 2 0.0
1 7 3 0.0
0 7 4 0.0
1 1 7 0.0
0 2 7 0.0
1 1 6 0.0
0 0 7 0.0
1 3 7 0.0
0 0 6 0.0
1 0 4 0.0
1 7 5 0.0
0 7 6 0.0
1 6 6 0.0
0 7 7 0.0
1 6 7 0.0
