1 3 5 -6.0
0 2 3 6.0
1 2 2 -6.0
0 4 5 6.0
1 2 4 -6.0
0 3 2 6.0
1 4 1 -1.77
0 1 2 1.39
1 4 2 -1.02
0 3 1 1.69
1 3 0 -2.3
0 1 4 2.35
1 0 2 -2.27
0 5 0 2.45
1 4 0 -2.11
0 5 2 2.98
1 1 3 -3.9
0 2 0 4.24
1 2 1 -3.59
0 0 4 2.7
1 0 5 -3.48
0 0 3 4.16
1 5 4 -5.19
0 5 5 5.72
1 5 3 -4.68
0 1 5 3.66
1 4 6 -4.0
0 6 3 5.13
1 2 5 -4.07
0 6 5 2.77
1 5 1 -2.51
0 5 6 2.74
1 7 5 -2.75
0 7 4 3.12
1 6 4 -2.38
0 6 6 0.27
1 7 3 0.9
0 6 0 2.1
1 4 7 -5.2
0 3 7 6.76
1 3 6 -5.78
0 6 7 5.17
1 2 7 -3.49
0 6 2 64
1 1 1 -64
0 1 0 6.0
1 7 7 -6.0
0 7 6 6.0
1 5 7 -6.0
0 2 6 6.0
1 6 1 -6.0
0 7 0 6.0
1 1 7 -6.0
0 1 6 6.0
1 7 1 -6.0
0 7 2 6.0
1 0 6 -6.0
0 0 7 6.0
0 0 1 6.0
1 0 0 -6.0
