1 3 5 -24.0
0 2 3 24.0
1 5 2 -24.0
0 5 3 24.0
1 4 2 -24.0
0 4 5 24.0
1 2 5 -24.0
0 3 6 24.0
1 5 4 -24.0
0 5 5 24.0
1 4 6 -24.0
0 5 7 24.0
1 5 6 -24.0
0 6 5 24.0
1 2 4 -2.52
0 4 7 3.16
1 2 6 -1.88
0 1 4 1.07
1 2 2 -0.88
0 1 3 0.31
1 3 7 -1.52
0 1 2 1.68
1 6 4 -3.02
0 2 7 3.37
1 0 3 -4.84
0 0 2 7.02
1 0 5 -7.06
0 0 4 7.72
1 0 1 -8.16
0 7 4 8.7
1 1 5 -9.22
0 1 6 9.48
1 0 7 -11.81
0 3 2 12.04
1 7 3 -12.94
0 7 2 14.87
1 1 7 -16.26
0 0 6 16.54
1 4 1 -18.23
0 6 3 18.92
1 6 7 -19.12
0 5 1 19.69
1 6 2 -19.91
0 7 1 64
1 6 0 -64
0 0 0 24.0
1 7 6 -24.0
0 3 0 24.0
1 3 1 -24.0
0 4 0 24.0
1 2 1 -24.0
0 2 0 24.0
1 5 0 -24.0
0 7 0 24.0
1 6 1 -24.0
0 6 6 24.0
1 7 5 -24.0
0 7 7 24.0
1 1 0 -24.0
0 1 1 24.0
