1 3 5 24.0
0 2 3 -24.0
1 5 2 24.0
0 5 3 -24.0
1 4 2 24.0
0 4 5 -24.0
1 5 4 24.0
0 5 5 -24.0
1 2 4 24.0
0 2 2 1.64
1 3 2 -3.74
0 6 4 3.57
1 1 4 -3.8
0 4 1 3.77
1 3 1 -5.19
0 1 3 5.83
1 0 2 -5.63
0 2 6 6.05
1 6 5 -7.27
0 2 5 7.84
1 7 5 -8.33
0 6 3 9.11
1 5 1 -9.8
0 7 4 11.36
1 3 6 -11.71
0 1 5 9.79
1 4 6 -10.09
0 2 1 10.58
1 7 2 -11.09
0 7 3 10.59
1 6 2 -10.26
0 0 5 9.11
1 1 2 -7.55
0 3 0 6.66
1 5 0 -6.44
0 0 4 4.93
1 0 3 -4.11
0 4 7 3.87
1 5 7 -3.29
0 2 7 1.05
1 3 7 1.21
0 5 6 -2.84
1 1 7 4.28
0 6 0 -64
1 7 0 64
0 4 0 -24.0
1 0 6 24.0
0 1 6 -24.0
1 6 7 24.0
0 6 1 -24.0
1 0 7 24.0
0 7 1 -24.0
1 6 6 24.0
0 7 7 -24.0
1 7 6 24.0
1 2 0 24.0
0 1 0 -24.0
1 0 0 24.0
0 1 1 -24.0
1 0 1 24.0
