1 3 5 16.0
0 2 5 -16.0
1 2 4 16.0
0 4 5 -16.0
1 3 6 16.0
0 4 7 -4.53
1 5 5 3.52
0 5 4 -5.13
1 4 6 5.84
0 6 5 -4.79
1 5 6 5.88
0 5 3 -5.48
1 2 7 5.41
0 5 7 -5.21
1 4 2 5.45
0 5 2 -6.87
1 2 3 6.95
0 1 4 -7.73
1 6 4 8.82
0 3 7 -8.49
1 6 3 8.86
0 1 7 -10.06
1 3 2 10.38
0 1 2 -10.11
1 7 6 10.42
0 5 1 -10.55
1 6 2 11.77
0 3 1 -13.23
1 4 0 14.48
0 4 1 -15.63
1 3 0 17.09
0 7 5 -19.38
1 7 4 22.21
0 7 2 -21.96
1 6 6 21.53
0 5 0 -23.41
1 6 0 24.8
0 7 3 -25.68
1 7 1 25.08
0 7 7 -23.98
1 2 1 21.91
0 7 0 -21.57
1 2 2 21.08
0 2 0 -64
1 6 7 64
1 0 7 16.0
1 2 6 16.0
0 1 6 -16.0
1 0 3 16.0
0 1 5 -16.0
1 0 6 16.0
0 1 3 -16.0
1 0 5 16.0
0 0 4 -16.0
1 0 2 16.0
0 0 1 -16.0
1 0 0 16.0
0 1 1 -16.0
1 1 0 16.0
1 6 1 16.0
