1 3 5 10.0
0 2 3 -10.0
1 5 2 10.0
0 5 3 -10.0
1 4 2 10.0
0 4 5 -10.0
1 2 5 10.0
0 5 5 -10.0
1 2 4 10.0
0 1 4 -10.0
1 2 2 10.0
0 2 6 -10.0
1 3 6 10.0
0 1 5 -10.0
1 5 6 1.42
0 3 2 1.27
1 4 6 -0.6
0 5 4 0.78
1 3 1 -0.38
0 3 7 -0.54
1 4 7 0.91
0 2 7 -0.14
1 1 3 0.43
0 5 7 0.59
1 0 4 -0.68
0 4 1 -0.15
1 5 0 0.45
0 5 1 -1.21
1 0 5 -0.65
0 1 2 -0.22
1 2 1 0.24
0 4 0 -0.16
1 3 0 2.05
0 0 2 -1.02
1 6 0 -1.17
0 1 0 1.23
1 6 2 -0.99
0 6 3 1.35
1 0 3 -1.64
0 0 6 2.28
1 7 3 -0.8
0 0 1 -0.17
1 1 6 0.66
0 7 4 -64
1 7 5 64
0 0 7 -10.0
1 6 4 10.0
0 6 5 -10.0
1 7 6 10.0
0 7 2 -10.0
1 7 1 10.0
0 6 6 -10.0
1 1 7 10.0
0 1 1 -10.0
1 6 1 10.0
0 7 0 -10.0
1 2 0 10.0
0 7 7 -10.0
1 0 0 10.0
1 6 7 10.0
