1 3 5 -8.0
0 2 3 8.0
1 3 2 -8.0
0 4 5 8.0
1 5 4 -8.0
0 2 5 8.0
1 2 4 -0.77
0 1 3 2.62
1 1 4 -2.58
0 2 2 2.62
1 1 5 -2.12
0 5 2 2.33
1 5 3 -3.2
0 0 4 1.98
1 0 5 -2.73
0 0 3 3.73
1 0 2 -3.16
0 1 2 4.83
1 3 1 -4.73
0 2 1 4.34
1 2 6 -5.2
0 4 0 5.6
1 5 5 -5.85
0 4 1 5.52
1 3 6 -7.34
0 4 2 8.5
1 5 1 -6.98
0 6 2 6.36
1 5 0 -6.01
0 6 5 6.58
1 6 4 -7.4
0 7 4 8.59
1 6 3 -8.81
0 7 3 8.75
1 2 0 -9.18
0 3 0 8.23
1 0 1 -8.29
0 1 6 10.26
1 1 1 -11.45
0 0 0 10.1
1 1 0 -9.77
0 0 6 10.74
1 7 2 -10.64
0 2 7 64
1 0 7 -64
0 1 7 8.0
1 3 7 -8.0
0 5 6 8.0
1 4 6 -8.0
0 4 7 8.0
1 5 7 -8.0
0 7 1 8.0
1 7 5 -8.0
0 7 6 8.0
1 6 6 -8.0
0 7 7 8.0
1 6 7 -8.0
0 6 0 8.0
1 7 0 -8.0
0 6 1 8.0
