1 3 5 16.0
0 2 3 -16.0
1 3 2 16.0
0 4 5 -16.0
1 5 4 16.0
0 2 2 -16.0
1 5 3 16.0
0 2 5 -16.0
1 2 4 16.0
0 1 3 -16.0
1 4 6 16.0
0 4 2 -16.0
1 2 6 16.0
0 5 2 -16.0
1 1 5 16.0
0 6 3 -16.0
1 1 4 -0.54
0 6 5 0.47
1 0 2 -0.9
0 5 5 2.1
1 1 2 -0.98
0 3 7 -0.96
1 6 4 1.91
0 3 6 -2.66
1 5 7 3.3
0 5 6 -3.63
1 2 1 2.13
0 7 4 -2.46
1 3 1 3.13
0 3 0 -3.23
1 7 5 3.42
0 0 5 -3.23
1 0 4 3.69
0 2 0 -4.45
1 1 1 6.59
0 7 6 -7.07
1 7 2 8.53
0 6 2 -9.49
1 4 0 9.66
0 0 6 -10.45
1 0 7 8.97
0 4 1 -9.61
1 7 3 9.73
0 7 1 -64
1 1 0 64
0 1 7 -16.0
1 1 6 16.0
0 0 0 -16.0
1 0 1 16.0
0 5 0 -16.0
1 2 7 16.0
0 0 3 -16.0
1 4 7 16.0
0 6 6 -16.0
1 7 7 16.0
0 6 7 -16.0
1 7 0 16.0
1 6 1 16.0
0 5 1 -16.0
1 6 0 16.0
