1 3 5 16.0
0 2 3 -16.0
1 4 2 16.0
0 5 3 -16.0
1 3 2 16.0
0 4 5 -16.0
1 5 4 16.0
0 5 5 -16.0
1 6 2 16.0
0 4 1 -16.0
1 5 1 -2.36
0 5 2 2.52
1 6 3 -1.66
0 2 4 2.06
1 4 6 -3.01
0 6 4 3.59
1 2 5 -4.46
0 7 4 5.31
1 5 6 -6.14
0 6 5 4.64
1 3 0 -3.15
0 2 6 2.52
1 7 5 -2.41
0 7 2 3.41
1 2 2 -2.93
0 3 6 1.96
1 2 1 -1.23
0 3 1 1.53
1 1 2 -1.39
0 1 3 2.04
1 2 0 -1.7
0 0 2 1.16
1 1 4 -1.1
0 1 5 -0.38
1 1 1 0.33
0 4 0 -1.27
1 0 1 2.27
0 5 0 -3.01
1 3 7 3.13
0 2 7 -4.09
1 1 7 5.48
0 4 7 -5.23
1 5 7 5.64
0 7 6 -64
1 7 3 64
0 6 6 -16.0
1 0 5 16.0
0 0 0 -16.0
1 1 0 16.0
0 1 6 -16.0
1 0 6 16.0
0 0 4 -16.0
1 6 7 16.0
0 7 7 -16.0
1 0 7 16.0
1 7 1 16.0
0 7 0 -16.0
1 0 3 16.0
0 6 1 -16.0
1 6 0 16.0
