1 3 5 -12.0
0 2 5 12.0
1 2 4 -12.0
0 4 5 12.0
1 3 6 -12.0
0 2 3 12.0
1 5 5 -12.0
0 2 6 12.0
1 1 5 -12.0
0 3 7 1.17
1 2 7 -1.17
0 1 7 1.17
1 3 2 -1.17
0 5 6 5.05
1 5 7 -6.43
0 4 2 5.77
1 1 3 -5.29
0 1 4 5.43
1 1 2 -5.78
0 5 4 5.51
1 0 4 -4.25
0 2 2 4.37
1 5 1 -5.46
0 5 2 4.73
1 2 1 -4.83
0 0 5 6.33
1 5 3 -8.34
0 0 3 7.79
1 4 6 -6.25
0 0 2 9.36
1 4 1 -12.47
0 2 0 15.15
1 1 6 -16.81
0 5 0 16.81
1 3 0 -16.44
0 4 0 18.17
1 3 1 -20.63
0 6 0 19.3
1 0 1 -18.3
0 4 7 17.28
1 0 7 -15.74
0 0 6 13.37
1 1 0 -14.21
0 0 0 64
1 1 1 -64
0 6 1 12.0
1 6 3 -12.0
0 7 4 12.0
1 7 3 -12.0
0 6 5 12.0
1 6 4 -12.0
0 7 5 12.0
1 7 0 -12.0
0 7 1 12.0
1 6 2 -12.0
0 7 2 12.0
1 7 6 -12.0
0 6 7 12.0
1 7 7 -12.0
0 6 6 12.0
