1 3 5 -20.0
0 2 3 20.0
1 3 2 -20.0
0 4 5 20.0
1 1 3 -20.0
0 2 5 6.97
1 5 4 -8.02
0 6 4 7.54
1 5 5 -8.03
0 5 3 6.42
1 5 2 -7.17
0 6 3 7.57
1 7 5 -7.81
0 2 2 8.94
1 2 4 -9.11
0 4 2 8.89
1 7 2 -9.91
0 1 2 11.95
1 5 1 -13.6
0 0 3 15.39
1 2 1 -16.53
0 3 0 15.79
1 0 4 -16.57
0 0 5 17.02
1 0 2 -18.98
0 6 2 18.45
1 0 6 -18.35
0 7 4 17.75
1 7 3 -17.01
0 4 1 17.12
1 2 0 -16.91
0 3 1 15.91
1 4 0 -15.15
0 5 0 15.0
1 6 0 -14.83
0 1 1 16.03
1 5 6 -15.46
0 4 6 12.97
1 4 7 -12.03
0 3 6 12.2
1 0 0 -11.68
0 6 1 11.63
1 1 5 -13.21
0 1 6 64
1 1 4 -64
0 2 6 20.0
1 7 1 -20.0
0 0 1 20.0
1 0 7 -20.0
0 3 7 20.0
1 1 7 -20.0
0 2 7 20.0
1 6 5 -20.0
0 7 0 20.0
0 1 0 20.0
0 7 6 20.0
1 6 6 -20.0
0 7 7 20.0
1 6 7 -20.0
0 5 7 20.0
